"Wave_time","State","StateFIPS","Start_Date","End_Date","N_state","Go to work","Go to the gym","Go visit a friend","Go to a cafe, bar, or restaurant","Go to a doctor or visit a hospital","Go to church or another place of worship","Take mass transit (e.g. subway, bus or train)","Avoiding contact with other people","Avoiding public or crowded places","Frequently washing hands","Wearing a face mask when outside of your home","Been in a room with someone outside of 
 household in the past 24 hours","Yes, 5-10 people","Yes, 11-50 people","Yes, 50 or more people"
"August22","Nebraska",31,2022-08-11,2022-09-11,398,44.7,10.37,36.21,31.21,14.11,14.67,2.93,13.46,19.29,52,13.31,67.02,14.2,12.18,6.46
"August22","New Hampshire",33,2022-08-11,2022-09-11,374,36.85,8.98,32.92,31.29,15.14,7.74,1.46,16.64,23.37,53.99,19.93,60.03,19.04,7.13,4.65
"August22","New Jersey",34,2022-08-11,2022-09-11,602,39.43,14.73,24.93,24.17,16.55,10.08,9.94,22.5,28.6,59.79,35.06,57.15,14.6,7.32,5.14
"August22","New Mexico",35,2022-08-11,2022-09-11,429,39.36,9.1,22.06,27.56,18.32,10.56,4.36,24.89,26.36,59.57,28.9,56.55,14.02,9.5,4.68
"August22","Nevada",32,2022-08-11,2022-09-11,439,43.45,10.6,23.6,25.85,13.37,9.34,6.34,24.68,31.64,61.93,32.32,48.52,15.46,9.99,5.03
"August22","New York",36,2022-08-11,2022-09-11,949,38.89,16.34,26.08,26.61,15.27,8.48,16.61,26.19,35.38,60.41,41.02,57.77,13.9,9.06,3.57
"August22","Ohio",39,2022-08-11,2022-09-11,723,39.85,9.05,27.5,25.34,13.77,12.22,2.41,19.01,26.43,60.06,24.86,61.88,15.14,8.27,7.87
"August22","Oklahoma",40,2022-08-11,2022-09-11,435,41.05,6.02,26.68,31.53,14.49,9.9,3.11,20.82,26.62,62.7,22.47,61,14.43,6.85,3.95
"August22","Oregon",41,2022-08-11,2022-09-11,430,33.6,8.47,28.11,28.39,11.92,6.79,7.59,19.59,22.81,47.17,24.95,55.92,12.21,9.05,4.24
"August22","Pennsylvania",42,2022-08-11,2022-09-11,700,41.44,8.64,29.02,27.43,12.26,9.66,8.48,18.94,26.03,55.02,25.48,56.48,11.4,11.07,6.24
"August22","Rhode Island",44,2022-08-11,2022-09-11,425,37.91,11.99,20.22,26.51,13.38,5.3,3.62,21.37,27.66,63.93,27.92,61.24,16.5,8.34,3.54
"August22","South Carolina",45,2022-08-11,2022-09-11,508,42.35,14.31,26.83,30.99,13.95,15.18,1.48,23.24,27.19,60.15,31.32,57.83,14.96,10.39,7.03
"August22","South Dakota",46,2022-08-11,2022-09-11,397,32.11,6.47,16.66,21.99,8.29,7.22,0.09,14.84,13.94,41.29,8.01,80.48,23.24,12.22,13.01
"August22","Tennessee",47,2022-08-11,2022-09-11,547,40.89,10.59,25.24,29.08,14.65,13.78,1.42,17.79,31.13,63.75,25.68,57.45,17.11,8.81,6.3
"August22","Texas",48,2022-08-11,2022-09-11,1076,44.92,12.6,24.02,31.67,13.98,15.75,5.27,22.17,27.04,59.92,29.35,55.18,10.07,10.78,6.32
"August22","Utah",49,2022-08-11,2022-09-11,373,46.04,15.99,29.74,33.78,15.33,13.1,5.32,17.59,20.56,55.74,21.84,63.52,19.3,14.31,6.35
"August22","Virginia",51,2022-08-11,2022-09-11,578,41.87,12.93,28.57,28.66,13.42,13.12,4.1,23.62,29.93,61.16,37.23,57.04,13.83,9.04,5.74
"August22","Vermont",50,2022-08-11,2022-09-11,297,43.73,8,25.13,24.27,11.97,5.15,3.81,14.86,19.15,44.49,19.55,62.24,12.8,7.03,3.95
"August22","Washington",53,2022-08-11,2022-09-11,559,35.49,12.04,31.1,27.95,12.68,6.41,7.06,19.07,29.69,53.99,29.17,52.31,13.12,7.85,4.16
"August22","Wisconsin",55,2022-08-11,2022-09-11,497,46.31,6.93,24.77,30.24,12.19,10.48,4.43,16.43,22.5,51.9,18.55,59.02,18.05,9.42,4.45
"August22","West Virginia",54,2022-08-11,2022-09-11,397,41.02,9.17,26.11,23.83,17.15,11.19,5.47,15.02,19.12,59.19,22.12,61.49,17.68,7.9,4.18
"August22","Wyoming",56,2022-08-11,2022-09-11,331,43.66,5.69,24.54,25.16,9.79,8,2.36,15.8,22.51,51.68,14.55,63.97,18.33,8.37,6.18
"October22","United States",NA,2022-10-06,2022-11-09,25964,44.75,13.71,28.69,30.73,16.63,11.79,6.62,21.84,27.62,59.1,26.68,59.31,15.64,9.52,5.64
"October22","Alaska",2,2022-10-06,2022-11-09,375,44.7,12.07,30.84,29.61,18.65,7.47,6.52,20.55,23.67,57.87,23.83,64.51,16.03,9.44,4.62
"October22","Alabama",1,2022-10-06,2022-11-09,442,39.56,13.6,24.91,32.1,20.98,14.7,2.28,19.94,27.91,57.78,24.01,59.65,12.89,8.37,4.7
"October22","Arkansas",5,2022-10-06,2022-11-09,406,42.39,7.71,30.92,25.45,16.47,12.7,2.06,20.11,28.01,63.59,19.66,58.57,19.38,7.02,5.09
"October22","Arizona",4,2022-10-06,2022-11-09,479,40.99,11.86,26.22,26.73,17.34,6.98,5.73,21.77,29.55,61.28,29.05,53.24,12.5,8.14,4.36
"October22","California",6,2022-10-06,2022-11-09,1268,44.14,13.94,25.58,27.28,15.98,10.58,8.42,31.54,37.02,62.89,43.19,52.1,11.93,7.89,4.05
"October22","Colorado",8,2022-10-06,2022-11-09,504,50.93,15.58,31.59,36.42,19.47,6.43,7.09,16.97,22.02,58.09,18.32,63.11,16.72,9.08,5.96
"October22","Connecticut",9,2022-10-06,2022-11-09,422,45.33,14.77,28.24,29.38,15.91,8.45,7.32,21.6,26.44,55.51,26.7,59.59,17.33,10.47,4.86
"October22","District of Columbia",11,2022-10-06,2022-11-09,343,40.89,19.79,24.92,32,11.66,8.66,26.01,29.89,34.47,66.55,38.83,63.62,17.66,10.4,3.56
"October22","Delaware",10,2022-10-06,2022-11-09,423,43.71,12.8,28.46,27.27,15.46,8.53,3.94,21.04,30.29,65.92,31.82,56.36,15.9,8.36,2.31
"October22","Florida",12,2022-10-06,2022-11-09,826,42.3,16.62,26.42,31.41,13.98,10.08,4.63,24.58,26.04,57.45,28.97,51.94,10.37,8.65,5.23
"October22","Georgia",13,2022-10-06,2022-11-09,599,47.24,13.55,35.23,33.41,16.44,16.27,3.15,27.88,31.87,61.3,31.82,56.78,13.27,8.35,7.24
"October22","Hawaii",15,2022-10-06,2022-11-09,423,51.5,15.69,23.29,27.82,16.2,12.73,6.21,28.28,37.47,67.24,43.3,58.82,14.09,12.27,3.85
"October22","Iowa",19,2022-10-06,2022-11-09,419,44.29,7.53,35.1,33.08,21.34,12.44,2.56,15.45,20.27,48.11,16.15,70.13,17.35,10.49,8.73
"October22","Idaho",16,2022-10-06,2022-11-09,437,46.09,14.89,29.97,27.61,13.08,10.75,1.08,14.82,19.48,59.07,9.38,61.5,19.4,9.68,5.64
"October22","Illinois",17,2022-10-06,2022-11-09,578,47.74,14.38,27.65,31.58,14.28,11.26,10.54,18.67,27.06,57.41,26.15,57.85,13.4,9.46,7.36
"October22","Indiana",18,2022-10-06,2022-11-09,498,47.6,7.65,28.18,31.35,18.68,10.61,3.86,19.27,23.38,55.27,18.84,59.48,19.72,10.67,3.97
"October22","Kansas",20,2022-10-06,2022-11-09,401,49.66,14.49,35.86,34.84,14.39,11.4,4.45,12.29,17.39,55.32,14.52,63.41,14.93,11.32,7.92
"October22","Kentucky",21,2022-10-06,2022-11-09,475,43.53,10.46,31.87,28.33,18.17,13.58,3.41,22.06,25.81,54.66,22.53,57.23,13.53,8.34,5.35
"October22","Louisiana",22,2022-10-06,2022-11-09,413,47.33,11.9,32.47,27.89,24.08,19.01,4.7,24.48,32.17,54.34,28.84,57,18.05,7.08,5.71
"October22","Massachusetts",25,2022-10-06,2022-11-09,484,44.31,15.62,28.82,33.95,19.26,7.36,11.67,18.32,24.95,59.47,25.81,64.49,18.78,9,5.97
"October22","Maryland",24,2022-10-06,2022-11-09,508,40.17,11.99,20.19,29.74,15.7,8.87,8.29,25.98,32.83,60.22,34.62,51.91,14.47,8.13,3.6
"October22","Maine",23,2022-10-06,2022-11-09,441,41.78,8.09,24.31,19.76,14.34,4.45,1.4,19.5,23.41,58.37,22.58,57.32,15.7,5.46,5.21
"October22","Michigan",26,2022-10-06,2022-11-09,568,42.88,10.02,25.94,26.18,16.55,8.81,2.27,21.32,27.09,57.04,23.21,55.4,13.06,11.13,6.65
"October22","Minnesota",27,2022-10-06,2022-11-09,490,45.76,10.71,33.71,35.25,15.94,10.53,5.76,16.6,23.31,49.92,17.86,62.8,17.21,10.69,5.82
"October22","Missouri",29,2022-10-06,2022-11-09,510,44.11,7.96,31.16,29.63,13.7,12.74,3.82,19.42,24.78,57.11,22.9,59.62,16.26,9.97,5.96
"October22","Mississippi",28,2022-10-06,2022-11-09,438,43.4,8.39,26.72,23.5,15.13,20.67,3.72,29.76,35.62,62.03,34.26,56.96,17.33,9.03,5.45
"October22","Montana",30,2022-10-06,2022-11-09,431,49.58,10.5,30.09,33.36,21.58,9.65,3.55,13.99,20.03,57.11,10.11,63.51,14.86,12.94,5.42
"October22","North Carolina",37,2022-10-06,2022-11-09,586,41.76,12.88,31.68,34.25,17.49,13.81,4.6,23.95,30.27,61.68,30.13,59.1,17.37,7.4,3.48
"October22","North Dakota",38,2022-10-06,2022-11-09,443,49.64,11.57,30.49,33.99,15.02,8.98,2.21,11.21,18.42,56.65,10.73,67.07,22.83,11.63,6.16
"October22","Nebraska",31,2022-10-06,2022-11-09,393,39.99,7.98,28.97,33.62,13.6,15.83,2.5,16.06,21.28,62.02,19.11,63.22,12.91,14.98,6.84
"October22","New Hampshire",33,2022-10-06,2022-11-09,368,47.59,14.41,34.87,30.58,19.7,9.02,2.45,16.29,20.77,54.86,16.68,61.81,14.97,11.79,4.01
"October22","New Jersey",34,2022-10-06,2022-11-09,525,47.82,16.98,28.21,29.13,19.03,11.47,10.61,29.12,31,57.85,31.6,61.01,12.79,10.96,4.91
"October22","New Mexico",35,2022-10-06,2022-11-09,467,45.38,12.15,26.68,30.23,17.57,11.03,1.81,24.2,30.62,63.55,29.92,60.35,13.64,9.46,4.38
"October22","Nevada",32,2022-10-06,2022-11-09,439,44.11,10.46,26.04,35.62,15.94,4.63,7.37,20.53,28.98,59.8,22.43,58.27,14.37,6.99,7.56
"October22","New York",36,2022-10-06,2022-11-09,965,39.78,13.32,25.37,28.68,16.44,10.7,17.81,23.96,31.14,60.85,35.35,55.13,15.77,8.05,3.93
"October22","Ohio",39,2022-10-06,2022-11-09,621,43.74,13.71,27.74,31.53,17.84,11.78,5.41,24.13,30.35,61.47,26.74,59.7,16.3,10.86,4.69
"October22","Oklahoma",40,2022-10-06,2022-11-09,478,45.91,9.94,31.04,30.16,15.3,12.13,2.84,19.04,24.39,59.68,22.53,59.13,11.45,8.38,7.59
"October22","Oregon",41,2022-10-06,2022-11-09,485,44.94,11.38,33.69,30.53,14.61,9.52,6.58,17.2,22.22,56.6,17.61,56.34,15.52,8.93,5.35
"October22","Pennsylvania",42,2022-10-06,2022-11-09,683,42.2,10.92,26.92,27.92,21.29,10.64,7.26,21.33,27.68,61.6,24.43,57.24,15.83,10.37,4.29
"October22","Rhode Island",44,2022-10-06,2022-11-09,419,42.76,14.13,23.84,25.38,16.57,8.5,5.64,23.93,28.7,63.17,21.33,58.6,17.44,9.61,3.34
"October22","South Carolina",45,2022-10-06,2022-11-09,454,43.49,9.54,28.42,36.3,20.15,18.61,4.05,23.68,30,62.62,29.07,57.85,17.19,10.49,6.46
"October22","South Dakota",46,2022-10-06,2022-11-09,398,46.57,13.48,31.16,36.73,15.46,10.87,1.37,12.03,14.84,50.6,12.75,66.98,21.36,15.56,6.33
"October22","Tennessee",47,2022-10-06,2022-11-09,482,41.09,11.95,32.11,29.12,18.72,16.32,2.98,21.39,25.46,63.67,22.8,57.3,13,10.67,7.27
"October22","Texas",48,2022-10-06,2022-11-09,981,46.08,14.26,32.04,32.37,19.24,16.07,7.49,23.74,31.59,58.91,28.84,60.55,13.9,8.97,6.85
"October22","Utah",49,2022-10-06,2022-11-09,398,48.36,14.7,37.83,33.53,13.93,13.16,7.18,17.04,21.35,61.22,15.33,63.02,18.78,8.99,8.61
"October22","Virginia",51,2022-10-06,2022-11-09,605,43.48,16.05,24.94,31.96,16.05,12.79,5.55,23.72,32.45,59.64,32.34,55.45,16.76,8.3,5.3
"October22","Vermont",50,2022-10-06,2022-11-09,391,46.81,6.19,27.87,23.65,20.62,5.87,2.2,18.16,21.66,51.71,18.59,63.06,16.43,8.65,4.38
"October22","Washington",53,2022-10-06,2022-11-09,514,45.85,14.55,30.38,30.23,19.2,9.44,10.35,22.05,22.04,53.3,24.31,59.03,15.15,8.95,6.16
"October22","Wisconsin",55,2022-10-06,2022-11-09,470,40.45,7.02,32.51,28.71,21.94,14.42,5.5,15.11,22.98,56.2,17.19,62.86,14.1,12.24,3.78
"October22","West Virginia",54,2022-10-06,2022-11-09,386,39.18,6.6,29.99,23.73,16.95,8.22,5.25,25,31.43,60.38,25.33,53.23,12.66,6.17,3.53
"October22","Wyoming",56,2022-10-06,2022-11-09,412,50.41,11.34,29.65,29.72,18.96,12.48,3.08,12.06,17.72,48.19,10.01,67.61,22.57,10.68,7.62
"January23","United States",NA,2022-12-22,2023-01-17,24957,40.78,13.5,26.59,26.93,13.56,9.71,5.72,22.25,28.45,58.23,26.71,55.46,14.39,8.06,4.79
"January23","Alaska",2,2022-12-22,2023-01-17,321,46.07,12.13,32.61,26.79,10.32,9.3,8.15,15.36,17.92,54.37,13.74,67.01,16.64,6.97,6.93
"January23","Alabama",1,2022-12-22,2023-01-17,416,38.43,9.26,27.82,25.75,14.19,10.31,0.96,19.02,28.59,57.18,24.37,54.48,15.31,5.21,3.58
"January23","Arkansas",5,2022-12-22,2023-01-17,377,44.58,9.94,29.58,23.27,14.64,13.04,1.78,20.3,28.47,65.15,23.87,60.15,15.75,8.21,3.97
"January23","Arizona",4,2022-12-22,2023-01-17,488,37.14,10.78,23.83,30.47,10.73,10.24,6.05,21.37,25.02,55.56,22.89,55.28,13.81,7.2,3.51
"January23","California",6,2022-12-22,2023-01-17,1423,43.03,16.37,27.21,26.17,10.84,8.31,8.36,28.34,33.72,60.12,39.4,47.52,9.96,5.33,6.97
"January23","Colorado",8,2022-12-22,2023-01-17,456,43.76,17.52,26.62,33.11,16.13,7.74,6.27,18.59,22.2,62.8,18.86,56.51,13.46,6.39,5.12
"January23","Connecticut",9,2022-12-22,2023-01-17,423,37.59,16.81,23.62,25.22,12.24,5.25,4.26,24.66,30.4,57.26,27.35,53.37,15.16,8.15,3.44
"January23","District of Columbia",11,2022-12-22,2023-01-17,272,35.84,15.87,23.47,18.24,9.42,7.54,18.22,29.74,36.56,67.86,46.81,49.89,11.31,4.47,4.82
"January23","Delaware",10,2022-12-22,2023-01-17,401,36.44,10.21,21.4,20.73,12.71,10.67,3.02,21.88,33.27,59.15,26.93,51.05,13.01,10.36,1.75
"January23","Florida",12,2022-12-22,2023-01-17,699,41.09,12.83,26.64,28.13,16.35,10.66,5.3,22.48,27.43,61.43,26.23,51.87,14.24,7.19,4.59
"January23","Georgia",13,2022-12-22,2023-01-17,569,44.2,13.14,27.54,26.65,13.87,13.26,1.99,28.37,31.84,59.03,30.75,53,12.63,6.41,5.25
"January23","Hawaii",15,2022-12-22,2023-01-17,435,38.69,9.67,27.3,28.97,11.89,11.01,7.34,18.82,28.45,64.77,38.31,57.09,14.04,9.51,3.41
"January23","Iowa",19,2022-12-22,2023-01-17,413,41.07,10.94,31.79,22.1,19.63,12.47,1.17,17.92,22.17,53.57,15.67,57.6,14.81,9.69,4.03
"January23","Idaho",16,2022-12-22,2023-01-17,454,43.09,13.92,30.37,25.94,11.48,8.92,2.29,13.34,18.61,53.3,12,62.52,15.39,9.15,4.05
"January23","Illinois",17,2022-12-22,2023-01-17,576,37.42,13.19,25.05,28.2,12.1,8.48,7.94,23.72,29.55,54.39,28.5,57.99,14.45,8.55,5.58
"January23","Indiana",18,2022-12-22,2023-01-17,463,44.07,10.19,31.4,29.16,14.35,9.22,1.76,20.21,25.26,59.47,24.16,52.24,13.87,10.34,3.07
"January23","Kansas",20,2022-12-22,2023-01-17,402,46.38,12.47,30.23,29.06,11.52,10.98,0.43,16.19,24.15,59.75,17.26,58.95,21.9,6.49,6.25
"January23","Kentucky",21,2022-12-22,2023-01-17,413,36.11,8.61,24.58,22.69,15.56,8.73,0.99,22.48,30.97,56.63,21.54,54.32,11.07,8.89,3.88
"January23","Louisiana",22,2022-12-22,2023-01-17,448,41.7,9.39,28.62,29.29,18.09,16.39,2.96,25.4,30.76,58.15,24.26,54.71,13.78,4.77,3.39
"January23","Massachusetts",25,2022-12-22,2023-01-17,604,42.35,11.8,24.64,23.38,15.43,8.73,12.21,27,33.2,57.11,32.06,57.86,12.75,8.19,4.03
"January23","Maryland",24,2022-12-22,2023-01-17,540,39.86,12.72,24.77,23.92,10.28,10.22,8.1,22.13,30.86,62.81,33.55,55.41,17.55,7.56,3.33
"January23","Maine",23,2022-12-22,2023-01-17,435,36.04,9.55,26.13,22.29,17.19,4.51,1.35,17.76,22.39,55.03,16.12,54.68,15.35,8.4,3.69
"January23","Michigan",26,2022-12-22,2023-01-17,640,36.51,14.99,28.74,22.11,11.96,8.38,4.43,21.4,30.68,57.98,28.41,53.21,10.8,6.96,6.12
"January23","Minnesota",27,2022-12-22,2023-01-17,482,41.15,10.25,29.33,26.28,12.83,10.74,6.23,19.89,21.75,51.99,18.09,60.46,17.09,8.72,6.23
"January23","Missouri",29,2022-12-22,2023-01-17,517,42.42,12.49,25.55,27.38,15.95,8.61,4.79,20.98,29,54.75,22.72,51.46,10.18,8.75,4.81
"January23","Mississippi",28,2022-12-22,2023-01-17,435,44.63,7.09,36.02,28.27,15.26,20.28,1.26,29.43,31.13,63.4,28.46,61.23,16.28,6.79,6.71
"January23","Montana",30,2022-12-22,2023-01-17,426,39.97,12.47,26.66,26.17,13.91,8.1,1.51,11.97,19.82,53.8,13.09,57.62,17.59,7.78,3.51
"January23","North Carolina",37,2022-12-22,2023-01-17,501,35.61,9.14,24.16,28.35,12.63,11.51,3.01,24.99,33.18,57.07,31.03,50.4,13.97,7.08,4.46
"January23","North Dakota",38,2022-12-22,2023-01-17,389,42.51,8.97,33.21,30.16,12.96,12.18,2.18,11.83,20.44,49.11,12.73,61.98,20.55,7.76,5.45
"January23","Nebraska",31,2022-12-22,2023-01-17,384,39.81,12.14,27.44,26.75,9.57,11.48,2.23,14.99,23.55,53.62,19.07,57.38,16.62,9.19,4.57
"January23","New Hampshire",33,2022-12-22,2023-01-17,360,36.22,10.08,29.02,31.82,16.26,7.39,2.33,17.02,23.09,57.13,21.89,57.26,15.04,9.59,3.62
"January23","New Jersey",34,2022-12-22,2023-01-17,506,41.99,12.96,21.83,25.83,10.25,6.51,8.42,20.23,27.76,58.51,31.42,51.12,13.53,7.28,4.29
"January23","New Mexico",35,2022-12-22,2023-01-17,379,39.17,9.45,27.28,30.22,16.14,8.17,2.9,18.31,28.82,60.21,24.88,56.71,11.85,12.25,2.55
"January23","Nevada",32,2022-12-22,2023-01-17,434,46.76,16.77,26.02,26.88,19.57,5.99,7.16,25.07,27.31,63.08,23.54,51.85,13.49,7.78,4.76
"January23","New York",36,2022-12-22,2023-01-17,725,42.44,15.61,24.43,23.99,13.95,8.19,16,27.17,35.6,64.13,42.09,50.89,15.17,7.15,3.11
"January23","Ohio",39,2022-12-22,2023-01-17,540,36.86,8.45,23.49,23.87,15.47,8.8,3.61,21.94,28.16,60.29,23.15,51.53,12.41,6.37,5.19
"January23","Oklahoma",40,2022-12-22,2023-01-17,418,47.72,9.44,28.62,27.04,16.25,12.53,2.1,18.48,23.56,57.2,16.93,55.51,12.96,7.55,7.84
"January23","Oregon",41,2022-12-22,2023-01-17,595,42.4,12.58,30.39,28.26,12.84,5.7,6.4,23.42,26.97,56.4,25.05,50.34,12.53,6.11,3.04
"January23","Pennsylvania",42,2022-12-22,2023-01-17,582,42.46,11.28,26.62,27.82,17.61,11.72,6.31,18.36,25.99,57.22,21.73,57.33,13.96,10.59,5.87
"January23","Rhode Island",44,2022-12-22,2023-01-17,437,33.89,12.23,24.89,27.49,12.24,8.02,3.65,22.91,28.42,57.91,26.44,57.9,19.03,8.13,2.9
"January23","South Carolina",45,2022-12-22,2023-01-17,431,39.54,9.67,28.97,29.94,11.93,12.67,2.04,20.75,23.8,59.09,26.28,54.11,12.19,11,3.65
"January23","South Dakota",46,2022-12-22,2023-01-17,419,36.86,11.37,24.14,27.8,11.39,11.35,0.64,16.47,18.62,50.95,9.94,58.03,15.82,12.18,3.67
"January23","Tennessee",47,2022-12-22,2023-01-17,502,39.74,10.64,27.51,31.29,15.28,12.06,1.63,21.76,28.64,57.87,23.43,57.28,12.03,9.08,3.64
"January23","Texas",48,2022-12-22,2023-01-17,804,44.02,13.42,25.27,30.76,11.77,10.5,3.87,23.55,28.26,61.42,25.33,52.83,15.86,7.08,4.69
"January23","Utah",49,2022-12-22,2023-01-17,411,41.55,16.2,35.59,28.55,13.62,15.48,4.97,16.93,20.35,58.55,20.41,60.62,15.24,9.8,7.17
"January23","Virginia",51,2022-12-22,2023-01-17,512,39.04,15.02,23.71,26.36,16.09,10.97,5.16,24.01,29.82,58.56,25.3,57.21,17.36,5.51,2.98
"January23","Vermont",50,2022-12-22,2023-01-17,305,40.76,8.73,22.15,18.92,12.8,4.28,2.59,17.87,26.94,49.25,22.13,52.79,14.28,9.01,4.11
"January23","Washington",53,2022-12-22,2023-01-17,553,40.37,12.03,28.4,27.12,13.47,9.15,8.31,16.04,24.93,57.04,24.87,56.62,14.73,8.68,7.69
"January23","Wisconsin",55,2022-12-22,2023-01-17,482,38.82,12,25.79,29.29,12.14,8.72,3.26,16.51,21.52,54.16,16.73,60.15,17.54,12.17,5.07
"January23","West Virginia",54,2022-12-22,2023-01-17,426,34.26,7.26,27.74,23.95,14.44,6.54,4.14,21.27,30.1,52.11,18.85,55.84,13.5,11.15,1.91
"January23","Wyoming",56,2022-12-22,2023-01-17,334,47.2,12.21,29.25,26.49,14.07,12.77,0.78,13.83,21.97,50.03,12.74,63.18,16.69,12.75,8.21
"April23","United States",NA,2023-04-05,2023-05-05,24262,42.78,14.07,27.64,28.86,14.48,12.64,6.6,18.92,23.98,57.44,21.47,58.45,14.4,9.21,5.45
"April23","Alaska",2,2023-04-05,2023-05-05,295,50.89,13.22,34.68,19.09,17.65,9.04,4.7,16.02,24.11,61.1,18.07,63.45,13.65,8.76,5.21
"April23","Alabama",1,2023-04-05,2023-05-05,507,42.29,9.84,24.55,31.45,12.98,20.19,1.33,18.35,22.83,56.2,24.09,53.69,15.54,9.4,5.86
"April23","Arkansas",5,2023-04-05,2023-05-05,430,43.56,9.23,28.03,29.63,19.22,16.5,0.97,14.96,19.93,55.33,15.68,59.33,13.88,7.04,6.13
"April23","Arizona",4,2023-04-05,2023-05-05,531,45.77,14.08,29.62,30.32,16.87,7.53,5.17,16.89,19.85,58.62,15.9,59.15,14.06,8.34,3.84
"April23","California",6,2023-04-05,2023-05-05,1002,45.14,13.1,27.56,28.31,15.19,10.08,8.78,22.74,28.58,63.14,28.4,49.63,11.67,8.17,4.53
"April23","Colorado",8,2023-04-05,2023-05-05,483,46.06,13.05,27.13,26.94,15.01,11.53,7.97,12.87,18.14,52.78,13.83,66.55,12.78,9.68,5.94
"April23","Connecticut",9,2023-04-05,2023-05-05,399,45.47,15.16,27.97,26.66,16.49,9.07,7.74,18.65,24.31,61.55,21.51,61.84,14.93,9.28,4.82
"April23","District of Columbia",11,2023-04-05,2023-05-05,351,38.85,19.26,21.69,26.19,12.64,10.45,22.12,29.45,31.72,65.98,35.22,64.83,16.16,7.5,6.38
"April23","Delaware",10,2023-04-05,2023-05-05,362,36.62,17.65,23.18,24.37,13.2,10.84,5.42,21.04,26.28,63.29,23.49,52.79,15.55,7.18,3.27
"April23","Florida",12,2023-04-05,2023-05-05,614,37.49,12.92,26.54,28.79,15.49,14.89,3.39,19.11,24.97,60.57,23.09,51.37,12.66,7.65,4.68
"April23","Georgia",13,2023-04-05,2023-05-05,554,44.27,12.27,25.63,27.6,14.2,14.02,3.61,24.74,31.28,59.63,26.4,55.05,11.85,8.28,4.49
"April23","Hawaii",15,2023-04-05,2023-05-05,415,48.81,13.15,24.14,28.64,14.28,6.39,8.32,21.73,25.51,64.2,35.68,55.26,16.93,5.88,6.33
"April23","Iowa",19,2023-04-05,2023-05-05,414,36.62,11.34,32.87,26.49,8.67,13.46,4.24,12.52,18.49,55.18,9.41,59.12,17.17,11.67,6.76
"April23","Idaho",16,2023-04-05,2023-05-05,438,43.61,13.32,28.65,34.27,14.93,16.67,2.9,12.52,15.77,52.5,9.83,64.06,15.48,12.53,7.4
"April23","Illinois",17,2023-04-05,2023-05-05,653,40.61,15.52,27.03,29.9,12.46,13.08,7.91,20.59,24.69,58.75,23.8,55.39,12.72,8.81,4.99
"April23","Indiana",18,2023-04-05,2023-05-05,468,46.87,10.25,30.97,33.73,17.23,12.2,4.47,14.79,20.37,54.04,14.99,57.33,16.89,9.63,4.32
"April23","Kansas",20,2023-04-05,2023-05-05,417,42.93,8.48,34.31,35.26,18.41,14.81,3.31,9.23,16.25,55.06,11.71,66.6,24.13,11.16,7.96
"April23","Kentucky",21,2023-04-05,2023-05-05,449,38.71,8.38,26.77,27.27,17.71,13.93,3.75,21.03,26.38,54.4,20.76,55.32,10.76,8.74,4.98
"April23","Louisiana",22,2023-04-05,2023-05-05,430,45.22,10.25,32.68,26.44,17.01,15.51,5.37,24.67,31.13,56.96,21.14,57.92,18.16,9.04,6.45
"April23","Massachusetts",25,2023-04-05,2023-05-05,459,39.93,13.87,27.78,28.17,12.51,8.89,8.58,13.16,21.61,55.39,14.85,61.87,12.82,12.43,4.27
"April23","Maryland",24,2023-04-05,2023-05-05,461,36.49,14.61,27.91,30.02,11.98,10.39,9.18,20.34,25.88,61.17,24.93,54.61,12.73,11.85,4.98
"April23","Maine",23,2023-04-05,2023-05-05,454,37.66,9.06,31.77,24.48,14.06,7.3,4.16,12.43,17.76,49.17,14.59,55.71,15.14,9.18,5.21
"April23","Michigan",26,2023-04-05,2023-05-05,624,43.49,9.65,25.28,24.83,12.76,11.2,3.4,19.98,22.72,57.72,22.39,58.87,11.44,9.38,6.97
"April23","Minnesota",27,2023-04-05,2023-05-05,450,37.99,12.05,31.65,32.99,10.14,13.28,5.59,12.79,15.67,56.03,11.29,64.6,16.65,10.67,7.81
"April23","Missouri",29,2023-04-05,2023-05-05,508,44.68,11.93,32.78,35.78,12.93,15.18,3.35,14.02,20.87,57.38,20.15,59.78,12.27,11.11,7.17
"April23","Mississippi",28,2023-04-05,2023-05-05,411,47.95,9.55,28.78,30.52,17.18,20.89,1.85,18.98,29.11,56.35,25.85,59.11,13.81,9.25,6.15
"April23","Montana",30,2023-04-05,2023-05-05,441,40.07,13.55,25.89,34.31,11.15,11.23,3.45,11.57,18.01,50.55,9.56,61.15,17.3,12.11,4.21
"April23","North Carolina",37,2023-04-05,2023-05-05,605,37.83,8.38,25.08,27.19,16.64,15.36,4.4,21.03,27.48,58.35,23.96,52.24,13.38,8.01,3.48
"April23","North Dakota",38,2023-04-05,2023-05-05,378,52.08,11.37,28.27,34.22,18.08,9.98,2.41,9.99,12.64,47.21,8.53,64.52,14.79,11.51,5.24
"April23","Nebraska",31,2023-04-05,2023-05-05,363,49.23,9.57,33.2,30.46,17.59,17.45,5.66,14.22,18.17,53.95,14.16,67.05,20.98,9.23,9.55
"April23","New Hampshire",33,2023-04-05,2023-05-05,309,49.9,13.17,29.95,23.2,14.19,11.15,3.27,12.8,18.75,47.6,12.04,58.35,12.33,9.95,4.32
